date,open,high,low,close,adjClose,volume
2016-04-04,1221.699951,1222.300049,1215,1218,1218,2038
2016-04-05,1215.400024,1236.699951,1215.400024,1228.400024,1228.400024,477
2016-04-06,1230.400024,1230.400024,1217.599976,1222.5,1222.5,248
2016-04-07,1224.800049,1242.900024,1224.599976,1236.199951,1236.199951,375
2016-04-08,1241,1242.800049,1232,1242.5,1242.5,409
2016-04-10,null,null,null,null,null,null
2016-04-11,1241.5,1258.699951,1241.5,1256.699951,1256.699951,437
2016-04-12,1260,1261.699951,1253.699951,1259.400024,1259.400024,185
2016-04-13,1256.5,1256.900024,1241.300049,1246.800049,1246.800049,203
2016-04-14,1231.400024,1243.699951,1224.5,1225,1225,264
2016-04-15,1225.699951,1235,1225.699951,1233.099976,1233.099976,97
2016-04-17,null,null,null,null,null,null
2016-04-18,1238.699951,1241.099976,1232.199951,1233.599976,1233.599976,304
2016-04-19,1231.599976,1256.199951,1228.800049,1253,1253,386
2016-04-20,1256.099976,1256.099976,1243,1253.199951,1253.199951,180
2016-04-21,1247.699951,1270.599976,1247.599976,1249,1249,124
2016-04-22,1248.5,1248.5,1228,1228.699951,1228.699951,188
2016-04-24,null,null,null,null,null,null
2016-04-25,1231.599976,1240.900024,1231.599976,1238.900024,1238.900024,442
2016-04-26,1239.800049,1244.199951,1233,1242.199951,1242.199951,97
2016-04-27,1248.599976,1249.5,1248.599976,1249.199951,1249.199951,547
2016-04-28,1245.900024,1270.099976,1238.5,1265.5,1265.5,887
2016-04-29,1267.300049,1295.5,1267.199951,1289.199951,1289.199951,464
2016-05-01,null,null,null,null,null,null
2016-05-02,1292.099976,1304.400024,1290.400024,1294.699951,1294.699951,192
2016-05-03,1292.699951,1301.5,1284.5,1290.699951,1290.699951,151
2016-05-04,1286.900024,1290,1273,1273.300049,1273.300049,109
2016-05-05,1282.900024,1286,1270.800049,1271.400024,1271.400024,330
2016-05-06,1278.599976,1295.599976,1276.900024,1292.900024,1292.900024,305
2016-05-08,null,null,null,null,null,null
2016-05-09,1286.5,1286.5,1262.300049,1265.599976,1265.599976,341
2016-05-10,1265.099976,1267.400024,1258.699951,1263.900024,1263.900024,23
2016-05-11,1266.900024,1279.199951,1266.900024,1274.599976,1274.599976,50
2016-05-12,1267,1281.199951,1264,1270.300049,1270.300049,101
2016-05-13,1271.400024,1275.699951,1264.599976,1271.900024,1271.900024,66
2016-05-15,null,null,null,null,null,null
2016-05-16,1272.800049,1287.800049,1272.800049,1273.400024,1273.400024,44
2016-05-17,1272.5,1281.599976,1270.800049,1276.199951,1276.199951,16
2016-05-18,1276.400024,1276.400024,1256.800049,1273.699951,1273.699951,17
2016-05-19,1248,1255.5,1247.5,1254.199951,1254.199951,69
2016-05-20,1256.599976,1256.599976,1252.400024,1252.400024,1252.400024,44
2016-05-22,null,null,null,null,null,null
2016-05-23,1251.599976,1251.599976,1247.5,1251.099976,1251.099976,56
2016-05-24,1240,1240,1228.199951,1228.900024,1228.900024,20
2016-05-25,1219.300049,1223.5,1218.599976,1223.5,1223.5,5
2016-05-26,1232.599976,1232.599976,1220.099976,1220.099976,1220.099976,199778
2016-05-27,1220.300049,1223.199951,1206.400024,1213.800049,1213.800049,63739
2016-05-29,null,null,null,null,null,null
2016-05-31,1212.5,1217.599976,1199,1214.800049,1214.800049,6432
2016-06-01,1215.699951,1219.800049,1205.400024,1211.900024,1211.900024,2717
2016-06-02,1212.400024,1217,1209.599976,1209.800049,1209.800049,1627
2016-06-03,1209.099976,1244.5,1206.400024,1240.099976,1240.099976,1622
2016-06-05,null,null,null,null,null,null
2016-06-06,1244.400024,1247.300049,1240,1244.599976,1244.599976,1135
2016-06-07,1244,1244.900024,1236.5,1244.400024,1244.400024,281
2016-06-08,1247.599976,1264,1247.300049,1259.800049,1259.800049,406
2016-06-09,1262.5,1271.400024,1258.099976,1270.199951,1270.199951,381
2016-06-10,1267.599976,1278,1265.300049,1273.400024,1273.400024,397
2016-06-12,null,null,null,null,null,null
2016-06-13,1276.199951,1287.300049,1273,1284.400024,1284.400024,328
2016-06-14,1281.800049,1289.699951,1277.800049,1285.599976,1285.599976,554
2016-06-15,1284.599976,1296.199951,1278.800049,1285.800049,1285.800049,162
2016-06-16,1296.300049,1316.400024,1281.099976,1296.099976,1296.099976,251
2016-06-17,1280.300049,1300.099976,1280.300049,1292.5,1292.5,129
2016-06-19,null,null,null,null,null,null
2016-06-20,1288.900024,1291.199951,1280.300049,1290,1290,153
2016-06-21,1293.900024,1293.900024,1266.300049,1270.5,1270.5,134
2016-06-22,1267,1269.199951,1264.900024,1268,1268,53
2016-06-23,1263.400024,1270.5,1255.199951,1261.199951,1261.199951,218
2016-06-24,1253.699951,1355.599976,1253.699951,1320,1320,694
2016-06-26,null,null,null,null,null,null
2016-06-27,1330,1331.699951,1320,1322.5,1322.5,92
2016-06-28,1314.800049,1315.599976,1314.099976,1315.300049,1315.300049,1072
2016-06-29,1311.599976,1327.400024,1311.599976,1323.900024,1323.900024,414
2016-06-30,1315.800049,1323.5,1314.5,1318.400024,1318.400024,560
2016-07-01,1324.5,1344.199951,1321.900024,1336.699951,1336.699951,137
2016-07-03,null,null,null,null,null,null
2016-07-05,1342.199951,1356.800049,1339.699951,1356.400024,1356.400024,90
2016-07-06,1359,1374.900024,1359,1364.900024,1364.900024,130
2016-07-07,1366.800049,1368.599976,1350.5,1360.099976,1360.099976,207
2016-07-08,1361.300049,1365.800049,1335,1356.599976,1356.599976,249
2016-07-10,null,null,null,null,null,null
2016-07-11,1371.699951,1371.800049,1353,1355,1355,26
2016-07-12,1353.599976,1356,1330.300049,1334.099976,1334.099976,252
2016-07-13,1341.5,1342.400024,1336.699951,1342.400024,1342.400024,7
2016-07-14,1341.400024,1341.400024,1322.699951,1331.300049,1331.300049,20
2016-07-15,1333.699951,1333.699951,1322.900024,1326.5,1326.5,52
2016-07-17,null,null,null,null,null,null
2016-07-18,1327.5,1335,1326.199951,1328.400024,1328.400024,54
2016-07-19,1328.5,1333.199951,1326.400024,1331.5,1331.5,322
2016-07-20,1331,1337.5,1315.5,1318.800049,1318.800049,751
2016-07-21,1312.800049,1330.5,1312.800049,1330.5,1330.5,318
2016-07-22,1330.699951,1330.699951,1320.400024,1323.099976,1323.099976,55
2016-07-24,null,null,null,null,null,null
2016-07-25,1315.699951,1319.300049,1313.800049,1319.300049,1319.300049,548
2016-07-26,1315.199951,1320.699951,1315.199951,1320.699951,1320.699951,63
2016-07-27,1326,1326.599976,1326,1326.599976,1326.599976,215388
2016-07-28,1339.5,1344.300049,1330.099976,1332.300049,1332.300049,56908
2016-07-29,1333.199951,1353.300049,1325.800049,1349,1349,6076
2016-07-31,null,null,null,null,null,null
2016-08-01,1348.800049,1353.5,1345.599976,1351.400024,1351.400024,1257
2016-08-02,1352.099976,1366,1346.599976,1364.400024,1364.400024,2941
2016-08-03,1362.400024,1364.699951,1353.300049,1356.099976,1356.099976,715
2016-08-04,1354.400024,1361.599976,1347,1358.800049,1358.800049,381
2016-08-05,1357.599976,1360.800049,1333.699951,1336.400024,1336.400024,1107
2016-08-07,null,null,null,null,null,null
2016-08-08,1330,1335.400024,1327.800049,1333.400024,1333.400024,587
2016-08-09,1331.800049,1339.400024,1328.5,1339,1339,620
2016-08-10,1344.800049,1354.199951,1344.300049,1344.300049,1344.300049,110
2016-08-11,1341.599976,1350.400024,1334.800049,1342.5,1342.5,666
2016-08-12,1336.800049,1351.800049,1333.199951,1335.800049,1335.800049,113
2016-08-14,null,null,null,null,null,null
2016-08-15,1336.5,1340.599976,1333.599976,1340.300049,1340.300049,62
2016-08-16,1342.199951,1355,1341,1350.5,1350.5,338
2016-08-17,1345.5,1347.300049,1338.599976,1342.699951,1342.699951,135
2016-08-18,1351.300049,1354.400024,1348.199951,1351.199951,1351.199951,140
2016-08-19,1350.099976,1350.099976,1338.599976,1340.400024,1340.400024,197
2016-08-21,null,null,null,null,null,null
2016-08-22,1334.400024,1337.699951,1333.300049,1337.699951,1337.699951,117
2016-08-23,1337,1341.199951,1334.300049,1340.599976,1340.599976,551
2016-08-24,1337.199951,1337.199951,1322.900024,1324.400024,1324.400024,262
2016-08-25,1321.400024,1324,1317,1320.099976,1320.099976,58
2016-08-26,1323.800049,1340.5,1320.099976,1321.5,1321.5,141
2016-08-28,null,null,null,null,null,null
2016-08-29,1315,1323,1315,1322.900024,1322.900024,437
2016-08-30,1322,1322.099976,1308,1311.699951,1311.699951,705
2016-08-31,1310.300049,1313.699951,1306.300049,1306.900024,1306.900024,214
2016-09-01,1305.300049,1313.099976,1301.5,1312.199951,1312.199951,225
2016-09-02,1309.599976,1326.699951,1309.199951,1322.099976,1322.099976,55
2016-09-04,null,null,null,null,null,null
2016-09-06,1323.300049,1349.400024,1323.199951,1349.400024,1349.400024,46
2016-09-07,1348.400024,1350.5,1343.900024,1344.300049,1344.300049,14
2016-09-08,1344.800049,1345.400024,1335.699951,1336.800049,1336.800049,30
2016-09-09,1338.5,1338.5,1328,1330.099976,1330.099976,35
2016-09-11,null,null,null,null,null,null
2016-09-12,1327,1329.300049,1319.900024,1321,1321,177
2016-09-13,1324.599976,1324.599976,1315,1319,1319,79
2016-09-14,1319.199951,1322.300049,1319.199951,1321.5,1321.5,73
2016-09-15,1320.699951,1320.699951,1310.800049,1313.5,1313.5,37
2016-09-16,1312.199951,1312.599976,1305.800049,1305.800049,1305.800049,4
2016-09-18,null,null,null,null,null,null
2016-09-19,1313.5,1313.5,1313.5,1313.5,1313.5,20
2016-09-20,1313.699951,1313.699951,1313.699951,1313.699951,1313.699951,97
2016-09-21,1326.300049,1326.900024,1324,1326.900024,1326.900024,76
2016-09-22,1338.599976,1340.400024,1338.199951,1340.400024,1340.400024,23
2016-09-23,1337.199951,1337.199951,1337.199951,1337.199951,1337.199951,40
2016-09-25,null,null,null,null,null,null
2016-09-26,1335.199951,1341.800049,1335.199951,1339.699951,1339.699951,24
2016-09-27,1328,1328.699951,1325.900024,1325.900024,1325.900024,48
2016-09-28,1319.400024,1319.400024,1319.400024,1319.400024,1319.400024,10551
2016-09-29,1321.199951,1325,1314.699951,1321.699951,1321.699951,6108
2016-09-30,1320.599976,1327.699951,1312.900024,1313.300049,1313.300049,868
2016-10-02,null,null,null,null,null,null
2016-10-03,1313.5,1316.800049,1308.199951,1309,1309,299
2016-10-04,1307.599976,1310.199951,1266.300049,1266.300049,1266.300049,1893
2016-10-05,1272.099976,1274,1261.300049,1265.199951,1265.199951,246
2016-10-06,1265.300049,1265.300049,1249.800049,1249.800049,1249.800049,114
2016-10-07,1253.900024,1263.599976,1248.900024,1248.900024,1248.900024,169
2016-10-09,null,null,null,null,null,null
2016-10-11,1258.900024,1258.900024,1253,1253,1253,26
2016-10-12,1251.699951,1254,1251.099976,1251.099976,1251.099976,127
2016-10-13,1258.699951,1259,1255,1255,1255,315
2016-10-14,1253.900024,1253.900024,1250.599976,1253.099976,1253.099976,311
2016-10-16,null,null,null,null,null,null
2016-10-17,1249.900024,1255,1249.900024,1254.400024,1254.400024,41
2016-10-18,1260.900024,1261.699951,1260.800049,1260.800049,1260.800049,11
2016-10-19,1262.900024,1271.5,1262.900024,1267.900024,1267.900024,219
2016-10-20,1270,1270.5,1265.5,1265.599976,1265.599976,415
2016-10-21,1265.900024,1265.900024,1265.900024,1265.900024,1265.900024,224
2016-10-23,null,null,null,null,null,null
2016-10-24,1269.199951,1269.199951,1261.800049,1262,1262,42
2016-10-25,1264.099976,1274.099976,1264.099976,1271.900024,1271.900024,61
2016-10-26,1274,1274,1264.800049,1264.800049,1264.800049,279
2016-10-27,1269.400024,1269.400024,1267.900024,1267.900024,1267.900024,338
2016-10-28,1270.300049,1281.5,1262,1275.5,1275.5,560
2016-10-30,null,null,null,null,null,null
2016-10-31,1276.599976,1276.599976,1271.5,1271.5,1271.5,58
2016-11-01,1279.300049,1290.699951,1279,1286.400024,1286.400024,49
2016-11-02,1288.300049,1307,1288.300049,1306.800049,1306.800049,30
2016-11-03,1296.400024,1303.099976,1287.300049,1302.099976,1302.099976,73
2016-11-04,1300,1303.300049,1296.699951,1303.300049,1303.300049,11
2016-11-06,null,null,null,null,null,null
2016-11-07,1292,1294.5,1278.300049,1278.300049,1278.300049,34
2016-11-08,1284.099976,1289.400024,1273.199951,1273.400024,1273.400024,50
2016-11-09,1272.199951,1318.599976,1270,1272.599976,1272.599976,108
2016-11-10,1274.400024,1287.5,1253.300049,1265.5,1265.5,63
2016-11-13,null,null,null,null,null,null
2016-11-14,1227.800049,1229.5,1210.400024,1221.199951,1221.199951,216
2016-11-15,1224.300049,1226,1222.5,1224,1224,20
2016-11-16,1229.300049,1229.300049,1223,1223.400024,1223.400024,66
2016-11-17,1224.599976,1225,1211,1216.5,1216.5,1139
2016-11-18,1211.900024,1211.900024,1207.199951,1208.5,1208.5,607
2016-11-20,null,null,null,null,null,null
2016-11-21,1209.599976,1209.599976,1209.599976,1209.599976,1209.599976,19
2016-11-22,1210.400024,1211.099976,1207.599976,1211,1211,19
2016-11-23,1212.800049,1213.800049,1186.800049,1189.099976,1189.099976,309
2016-11-25,1177,1189.300049,1177,1178.199951,1178.199951,14
2016-11-27,null,null,null,null,null,null
2016-11-28,1188,1190.599976,1188,1190.599976,1190.599976,189914
2016-11-29,1193.199951,1194.800049,1179.400024,1187.900024,1187.900024,42124
2016-11-30,1187.099976,1193.300049,1167.900024,1170.800049,1170.800049,7158
2016-12-01,1172.699951,1174.599976,1160,1166.900024,1166.900024,1588
2016-12-02,1172.300049,1177.300049,1166.400024,1175.099976,1175.099976,1521
2016-12-04,null,null,null,null,null,null
2016-12-05,1181.800049,1186.699951,1157,1174,1174,358
2016-12-06,1170.900024,1174.5,1167.099976,1167.599976,1167.599976,652
2016-12-07,1167.699951,1178.5,1166.400024,1175,1175,182
2016-12-08,1173.800049,1177.800049,1169.099976,1169.800049,1169.800049,322
2016-12-09,1166.599976,1168.800049,1156,1159.400024,1159.400024,365
2016-12-11,null,null,null,null,null,null
2016-12-12,1158.300049,1163.900024,1153,1163.5,1163.5,331
2016-12-13,1163.5,1164,1155.400024,1156.699951,1156.699951,637
2016-12-14,1159.800049,1164,1142,1161.300049,1161.300049,487
2016-12-15,1139.800049,1143.300049,1123.900024,1127.800049,1127.800049,244
2016-12-16,1126.900024,1140.900024,1126.900024,1135.300049,1135.300049,146
2016-12-18,null,null,null,null,null,null
2016-12-19,1139.400024,1140.699951,1137.900024,1140.5,1140.5,249
2016-12-20,1133.5,1133.5,1126.5,1131.5,1131.5,46
2016-12-21,1136.099976,1136.099976,1130,1131.099976,1131.099976,50
2016-12-22,1131.199951,1132.800049,1128.300049,1128.800049,1128.800049,104
2016-12-23,1130.900024,1132.800049,1130.300049,1131.900024,1131.900024,70
2016-12-25,null,null,null,null,null,null
2016-12-27,1134.300049,1142.199951,1134.300049,1137.300049,1137.300049,84
2016-12-28,1141.199951,1141.199951,1138,1139.400024,1139.400024,1570
2016-12-29,1143.800049,1158.800049,1143.599976,1156.400024,1156.400024,950
2016-12-30,1162,1162,1150,1150,1150,16
2017-01-01,null,null,null,null,null,null
2017-01-03,1155.199951,1160.800049,1146.5,1160.400024,1160.400024,52
2017-01-04,1156.300049,1165,1156.300049,1163.800049,1163.800049,36
2017-01-05,1172,1183.300049,1171.5,1179.699951,1179.699951,500
2017-01-06,1176.5,1176.5,1171.900024,1171.900024,1171.900024,16
2017-01-08,null,null,null,null,null,null
